Gene,Length,RPF,mRNA,TE
YLR102C,265,27.16,19.5,1.39282051282051
YLR103C,650,12.73,22.71,0.560546014971378
YLR104W,131,77.5,70.63,1.09726745009203
YLR105C,377,11.39,25.98,0.438414164742109
YLR106C,4910,40.54,138.56,0.292580831408776
YLR107W,404,18.56,33.38,0.556021569802277
YLR108C,485,24.09,54.39,0.442912300055157
YLR109W,176,10071,5109.71,1.97095334177478
YLR110C,133,15388.41,8564.56,1.79675429911169
YLR113W,435,110.08,171.29,0.642652811022243
YLR114C,764,30.47,67.06,0.454369221592604
YLR115W,859,16.5,37.36,0.441648822269807
YLR116W,476,23.3,35.05,0.664764621968616
YLR117C,687,17.77,28.8,0.617013888888889
YLR118C,227,112.46,100.16,1.122803514377
YLR119W,213,22.24,22.18,1.00270513976555
YLR120C,569,61.6,68.24,0.902696365767878
YLR121C,508,10.27,13.27,0.773926149208741
YLR126C,251,52.76,62.94,0.838258659040356
YLR127C,853,5.7,18.29,0.311645708037179
YLR128W,269,15.92,17.56,0.906605922551253
YLR129W,943,63.67,94.72,0.672191722972973
YLR130C,422,20.77,64.96,0.319735221674877
YLR131C,770,18.07,29.59,0.610679283541737
YLR132C,290,10.34,16.8,0.61547619047619
YLR133W,582,43.75,38.64,1.13224637681159
YLR135W,748,6.02,14.15,0.425441696113074
YLR136C,285,78.64,67.69,1.16176687841631
YLR137W,367,14.07,24,0.58625
YLR138W,985,24.48,77.15,0.317303953337654
YLR139C,643,9.89,12.71,0.778127458693942
YLR141W,363,7.66,18.71,0.409406734366649
YLR142W,476,3.61,5.07,0.712031558185404
YLR143W,685,24.89,33.62,0.740333135038667
YLR144C,779,22.43,33.61,0.66736090449271
YLR145W,201,18.31,23.51,0.778817524457677
YLR146C,300,38.59,51.02,0.756370050960408
YLR146WA,62,70.43,61.92,1.1374354005168
YLR147C,101,119.32,55.06,2.16709044678532
YLR148W,918,22.07,32.06,0.688396756082346
YLR149C,730,3.67,5.93,0.618887015177066
YLR150W,273,4489.61,2735.86,1.64102329797577
YLR151C,340,11.47,12.74,0.900313971742543
YLR152C,576,3.28,15.04,0.218085106382979
YLR153C,683,468.54,371.17,1.26233262386508
YLR154C,110,95.3,100.67,0.946657395450482
YLR163C,462,64.69,76.59,0.844627235931584
YLR165C,254,5.03,10.46,0.480879541108987
YLR166C,871,26.43,52.32,0.505160550458716
YLR168C,230,21.3,46.65,0.456591639871383
YLR170C,156,120.86,67.2,1.7985119047619
YLR172C,300,262.19,255.76,1.02514075695965
YLR173W,608,10.21,20.72,0.492760617760618
YLR175W,483,507.49,503.67,1.00758433101038
YLR176C,811,7.99,14.26,0.560308555399719
YLR177W,628,7.88,28.45,0.276977152899824
YLR178C,219,66.36,61.35,1.08166259168704
YLR179C,201,657.48,458.61,1.4336364231046
YLR180W,382,950.56,689.14,1.37934236874946
YLR181C,330,49.18,49.81,0.987351937361975
YLR182W,803,27.89,41.43,0.673183683321265
YLR183C,489,39.34,48.91,0.804334491923942
YLR185W,88,6261.2,3524.48,1.7764890139822
YLR186W,252,183.06,151.94,1.20481769119389
YLR187W,1026,23.84,31.71,0.751813308104699
YLR188W,695,23.18,71.52,0.32410514541387
YLR189C,1198,11.08,38.29,0.289370592844085
YLR190W,491,44.17,88.71,0.497914553037989
YLR191W,386,24.39,32.39,0.753010188329731
YLR192C,265,554.97,322.41,1.72131757699823
YLR193C,175,62.5,52.31,1.19480022940164
YLR194C,254,83.97,58.32,1.43981481481481
YLR195C,455,108.25,100.16,1.08077076677316
YLR196W,576,146.08,125.86,1.16065469569363
YLR197W,504,622.11,660.6,0.941734786557675
YLR199C,276,56.2,53.32,1.05401350337584
YLR200W,114,244.33,129.51,1.88657246544668
YLR201C,260,39.87,45.05,0.885016648168701
YLR203C,436,66.9,100.01,0.668933106689331
YLR204W,111,89.6,71.38,1.25525357242925
YLR205C,317,16.41,15.53,1.05666452028332
YLR206W,613,73.4,98.51,0.745102020099482
YLR207W,833,25.72,44.13,0.58282347609336
YLR208W,297,367.56,233.81,1.57204567811471
YLR209C,311,59.37,56.81,1.04506248899842
YLR210W,460,19.25,27.39,0.70281124497992
YLR211C,226,12.67,24.17,0.524203558129913
YLR212C,473,28.49,50.78,0.5610476565577
YLR213C,422,4.59,11.31,0.405835543766578
YLR214W,686,191.37,281.23,0.680475056003983
YLR215C,360,20.91,28.98,0.721532091097309
YLR216C,371,567.08,439.75,1.28955088118249
YLR218C,150,35.85,25.92,1.38310185185185
YLR219W,728,26.65,41.91,0.635886423287998
YLR220W,322,72.07,66.94,1.07663579324768
YLR221C,220,126.9,107.6,1.17936802973978
YLR222C,817,73.46,99.45,0.738662644544997
YLR223C,1085,22.14,40.28,0.549652432969216
YLR224W,369,13.73,59.49,0.230795091612036
YLR225C,407,51.53,47.89,1.07600751722698
YLR226W,395,20.75,27.91,0.743461125044787
YLR228C,814,11.69,31.68,0.369002525252525
YLR229C,191,292.51,227.27,1.28705944471334
YLR231C,453,92.07,89.41,1.02975058718264
YLR233C,699,1.56,12.53,0.124501197126895
YLR234W,656,5.92,14.78,0.400541271989175
YLR237W,598,13.54,33.91,0.399292244175759
YLR238W,478,11.64,19.67,0.591764107778343
YLR239C,328,19.65,26.71,0.735679520778734
YLR240W,875,12.11,30.65,0.39510603588907
YLR241W,782,30.56,57.96,0.527260179434092
YLR242C,321,8.8,20.7,0.42512077294686
YLR243W,272,50,43.79,1.14181319936058
YLR244C,387,377.49,277.23,1.36164917216751
YLR245C,142,41.25,45.06,0.915446071904128
YLR246W,359,3.88,15.63,0.248240563019834
YLR247C,1556,13.23,51.14,0.258701603441533
YLR248W,610,78.9,104.24,0.756907137375288
YLR249W,1044,4358.8,5360.36,0.813154340380124
YLR250W,234,178.45,130.61,1.36628129545977
YLR251W,197,8.91,22.48,0.39635231316726
YLR253W,569,15.17,36.59,0.414594151407488
YLR254C,189,22.28,27.08,0.82274741506647
YLR257W,321,220.59,193.79,1.13829402961969
YLR258W,705,58.59,85.93,0.681834050971721
YLR259C,572,1285.95,1043.67,1.23214234384432
YLR260W,687,17.48,35.25,0.495886524822695
YLR262C,215,147.45,92.48,1.59439878892734
YLR262CA,64,1643.76,598.27,2.74752202182961
YLR264W,67,3650.23,1801.13,2.02663328021853
YLR265C,342,11.46,26.77,0.428091146806126
YLR266C,701,4.34,27.1,0.160147601476015
YLR267W,570,1.98,3.28,0.603658536585366
YLR268W,214,141.33,121.66,1.16168009205984
YLR270W,350,107.57,76.21,1.4114945545204
YLR271W,274,8.68,14.37,0.604036186499652
YLR272C,1176,13.02,38.67,0.336695112490303
YLR273C,648,2.52,9.49,0.265542676501581
YLR274W,775,36.7,47.63,0.770522779760655
YLR275W,110,67.79,33.56,2.0199642431466
YLR276C,594,93.03,121.8,0.763793103448276
YLR277C,779,20.09,39.61,0.507195152739207
YLR278C,1341,9.71,31.49,0.308351857732614
YLR281C,155,6.77,7.62,0.888451443569554
YLR283W,314,9.24,21,0.44
YLR284C,280,10.64,10.72,0.992537313432836
YLR285W,261,118.14,109.56,1.07831325301205
YLR286C,562,1017.42,921.95,1.103552253376
YLR287C,355,60.17,73.2,0.821994535519126
YLR288C,474,6.67,19,0.351052631578947
YLR289W,645,5.96,15.26,0.390563564875491
YLR290C,277,27.06,36.42,0.742998352553542
YLR291C,381,96.28,141.32,0.681290687800736
YLR292C,193,155.87,114.5,1.36131004366812
YLR293C,219,2266.7,1476.68,1.5349974266598
YLR295C,124,238.78,141.3,1.6898796886058
YLR297W,129,13.76,37.77,0.364310299179243
YLR298C,231,33.52,33.88,0.989374262101535
YLR299W,660,22.4,26.1,0.85823754789272
YLR300W,448,451.42,489.19,0.922790735705963
YLR301W,244,596.23,389.89,1.52922619200287
YLR304C,778,422.85,510.88,0.827689476980896
YLR305C,1900,25.75,89.18,0.288741870374523
YLR306W,188,22.33,27.75,0.804684684684685
YLR309C,911,29.23,53.05,0.550989632422243
YLR310C,1589,15.9,62.22,0.255544840887175
YLR312WA,253,59.77,60.69,0.984840995221618
YLR313C,530,3.56,13.56,0.262536873156342
YLR314C,520,218.68,178.5,1.22509803921569
YLR315W,153,26.09,15.76,1.65545685279188
YLR316C,322,20.2,20.33,0.993605509099852
YLR318W,884,1.12,8.52,0.131455399061033
YLR319C,788,22.31,34.91,0.639071899169293
YLR320W,1454,1.48,15.37,0.0962914769030579
YLR321C,426,77.31,52.57,1.47061061441887
YLR323C,259,23.26,24.32,0.956414473684211
YLR324W,523,35.86,49.03,0.731388945543545
YLR325C,78,7408.64,4071.61,1.81958488165615
YLR326W,240,30.37,27.89,1.08892076012908
YLR327C,86,136.36,43.49,3.1354334329731
YLR328W,401,70.54,84.32,0.83657495256167
YLR330W,671,87.48,127.84,0.684292866082603
YLR332W,376,53.07,57.85,0.917372515125324
YLR333C,108,3584.3,2232.91,1.6052147198051
YLR335W,720,130.95,132.74,0.986514991713123
YLR336C,899,36.21,44.45,0.814623172103487
YLR337C,817,40.75,40.42,1.00816427511133
YLR340W,312,5801.19,5352.63,1.0838017946318
YLR342W,1876,277.6,591.87,0.469021913595891
YLR345W,509,20.42,30.46,0.670387393302692
YLR346C,101,36.89,41.91,0.880219518014794
YLR347C,861,133.71,163.31,0.818749617292266
YLR348C,298,106.23,169.78,0.625692072093297
YLR350W,216,103.9,58.56,1.77424863387978
YLR351C,291,141.05,166.42,0.847554380483115
YLR352W,807,8.56,19.21,0.445601249349297
YLR353W,603,7.28,25.95,0.280539499036609
YLR354C,335,1317.32,987.24,1.33434625825534
YLR355C,395,3474.16,2154.51,1.61250585980107
YLR356W,197,36.47,32.98,1.10582171012735
YLR357W,889,33.9,47.72,0.710393964794635
YLR359W,482,379.76,365.64,1.03861721912263
YLR360W,439,11.08,31.28,0.354219948849105
YLR361C,578,19.34,41.38,0.467375543740938
YLR362W,717,17.11,22.31,0.76692066337965
YLR363C,218,55.82,54.86,1.01749908858914
YLR363WA,85,102.29,63.69,1.60606060606061
YLR364W,109,49.1,35.67,1.37650686851696
YLR367W,130,1334.59,828.71,1.610442736301
YLR368W,598,6.93,27.73,0.249909844933285
YLR369W,657,29.09,30.56,0.951897905759162
YLR370C,178,184.47,119.72,1.54084530571333
YLR371W,1356,13.44,46.02,0.292046936114733
YLR372W,345,325.51,352.92,0.922333673353735
YLR373C,901,15.66,31.14,0.502890173410405
YLR375W,343,23.82,56.82,0.41921858500528
YLR376C,242,4.52,10.17,0.444444444444444
YLR378C,480,260.19,357.22,0.728374671071049
YLR380W,408,94.06,96.98,0.969890699113219
YLR381W,733,4.25,13.9,0.305755395683453
YLR382C,894,10.76,26.97,0.398961809417872
YLR383W,1114,9.24,30.62,0.301763553233181
YLR384C,1349,98.04,178.36,0.549674814980937
YLR385C,132,22.33,27.59,0.809351214208046
YLR386W,880,27.67,45.47,0.608533098746426
YLR387C,432,90.39,82.48,1.09590203685742
YLR388W,56,7897.17,2747.26,2.87456229115555
YLR389C,1027,43.02,79.26,0.542770628311885
YLR390W,112,56.69,51.41,1.10270375413344
YLR390WA,238,837.21,317.21,2.63929258220107
YLR392C,518,9.24,20.14,0.458788480635551
YLR393W,279,22.83,26.81,0.851547929876912
YLR395C,78,363.08,167.84,2.16325071496663
YLR396C,691,16.49,34.61,0.476451892516614
YLR397C,780,40.66,51.05,0.796474045053869
YLR398C,1287,41.57,64.36,0.645898073337477
YLR399C,686,104.88,167.52,0.626074498567335
YLR401C,668,52.35,66.46,0.787691844718628
YLR403W,683,32.21,58.8,0.547789115646259
YLR404W,285,14.3,23.66,0.604395604395604
YLR405W,367,23.34,32.85,0.710502283105023
YLR406C,113,1987.47,1236.04,1.60793340021359
YLR407W,228,41.57,37.56,1.10676251331203
YLR408C,122,22.41,18.96,1.18196202531646
YLR409C,939,65.33,91.67,0.712664994000218
YLR410W,1146,102.52,155.59,0.658911241082332
YLR411W,241,3.93,8.37,0.469534050179212
YLR412W,274,19.72,53.35,0.369634489222118
YLR413W,675,257.01,302.73,0.848974333564562
YLR417W,566,12.94,24.87,0.520305589063128
YLR418C,393,76.89,52.35,1.46876790830946
YLR419W,1435,24.5,43.04,0.569237918215613
YLR420W,364,210.53,194.43,1.0828061513141
YLR421C,156,283,189.29,1.49506048919647
YLR422W,1932,8.44,38.36,0.220020855057351
YLR423C,417,9.76,12.63,0.772763262074426
YLR424W,708,8.94,15.92,0.561557788944724
YLR425W,1307,5.54,20.97,0.264186933714831
YLR426W,326,15.66,36.68,0.426935659760087
YLR427W,670,19.97,40.91,0.48814470789538
YLR429W,651,156.51,150.37,1.04083261288821
YLR430W,2231,18.36,64.92,0.282809611829945
YLR431C,453,5.02,11.84,0.423986486486486
YLR433C,553,41.99,50.19,0.836620840804941
YLR435W,205,187.01,85.23,2.19418045289217
YLR436C,1274,11.43,44.23,0.25842188559801
YLR437C,133,102.84,68.09,1.51035394331032
YLR438CA,89,340.19,84.61,4.02068313438128
YLR438W,424,364.98,259.31,1.40750453125603
YLR439W,319,37.92,32.24,1.17617866004963
YLR440C,709,31.97,42.27,0.756328365270878
YLR441C,255,3068.18,2984.37,1.02808297898719
YLR442C,978,13.82,25.56,0.540688575899844
YLR443W,448,9.86,33.18,0.297166968053044
YLR446W,433,6.36,8.87,0.717023675310034
YLR447C,345,442.55,510.13,0.867523964479643
YLR449W,392,319.8,222.47,1.43749719063244
YLR450W,1045,31.04,66.41,0.467399488028911
YLR451W,886,10.91,24.61,0.443315725314913
YLR452C,698,55.78,110.77,0.503565947458698
YLR453C,395,4.59,8.85,0.51864406779661
YLR454W,2628,10.12,63.49,0.159395180343361
YLR455W,304,33.95,62.49,0.543286925908145
YLR456W,204,10.26,16.89,0.607460035523979
YLR457C,319,7.86,12.03,0.653366583541147
YLR459W,394,39.75,54.71,0.726558216048254
YML001W,208,299.1,192.37,1.55481623953839
YML003W,290,4.02,9.33,0.430868167202572
YML004C,326,241.45,210.45,1.14730339748159
YML005W,462,15.78,25.89,0.609501738122827
YML006C,774,10.52,25.24,0.416798732171157
YML007W,650,52.8,81.02,0.651690940508516
YML008C,383,647.97,513.87,1.26096094342927
YML009C,70,249.44,168.74,1.47825056299633
YML010W,1063,150.63,173.06,0.870391771639894
YML011C,177,23.28,29.47,0.789955887343061
YML012W,211,477.79,479.09,0.997286522365318
YML013W,584,35.76,43.91,0.814393076747893
YML014W,279,63.58,57.51,1.10554686141541
YML015C,346,24.01,29.44,0.815557065217391
YML016C,692,25.34,39.97,0.633975481611208
YML017W,593,116.82,102.75,1.13693430656934
YML018C,393,35.35,81.52,0.433635917566241
YML019W,332,55.77,81.68,0.682786483839373
YML020W,664,8.99,18.97,0.473906167633105
YML021C,359,42.95,52.23,0.822324334673559
YML022W,187,508.73,390.04,1.30430212285919
YML023C,556,5.26,24.78,0.21226795803067
YML025C,286,47.39,43.88,1.07999088422972
YML027W,385,35.42,32.6,1.08650306748466
YML028W,196,5491.3,3114.62,1.76307222068824
YML029W,838,23.96,41.99,0.570612050488212
YML030W,159,78.69,64.38,1.22227399813607
YML031W,655,43.93,78.67,0.558408542010932
YML032C,471,24.98,55.8,0.447670250896057
YML034W,834,35.25,56.77,0.620926545710763
YML035C,810,67.79,98.67,0.687037600081078
YML036W,181,46.39,44.32,1.04670577617329
YML037C,340,8.37,12.59,0.664813343923749
YML038C,442,23.53,60.91,0.386307667049746
YML041C,280,22.35,24.08,0.928156146179402
YML042W,670,1.25,4.85,0.257731958762887
YML043C,507,5.32,20,0.266
YML046W,629,18.6,45.69,0.407091267235719
YML048W,403,241.41,244.73,0.986434029338455
YML049C,1361,18.42,46.47,0.396384764364106
YML050W,311,8.44,9.65,0.874611398963731
YML051W,435,6.02,81.12,0.0742110453648915
YML052W,302,202.91,209.57,0.9682206422675
YML053C,212,48.62,35.05,1.38716119828816
YML055W,178,91.25,87.65,1.04107244723331
YML056C,524,277.89,442.37,0.62818455139363
YML057W,604,45.04,55.57,0.810509267590427
YML058W,104,1257.31,547.05,2.29834567224203
YML058WA,68,62.12,16.65,3.73093093093093
YML059C,1679,19.67,52.21,0.376747749473281
YML060W,376,32.9,31.02,1.06060606060606
YML061C,859,14.38,29.56,0.486468200270636
YML062C,392,35.17,27.87,1.26193039110154
YML063W,255,4335.56,4332.87,1.00062083561242
YML064C,245,45.14,29.93,1.50818576678917
YML065W,914,20.69,35.7,0.579551820728291
YML067C,352,105.1,116.89,0.899135939772436
YML068W,464,5.33,20.36,0.261787819253438
YML069W,552,167.75,123.84,1.35457041343669
YML070W,584,204.75,163.74,1.25045804323928
YML071C,607,28.61,35.19,0.813015061096903
YML072C,1545,148.36,304.98,0.486458128401862
YML073C,176,4472.58,3101.4,1.4421164635326
YML074C,411,518.5,319.36,1.62355961923848
YML075C,1054,39.81,84.33,0.472073995019566
YML076C,944,10.49,23.15,0.453131749460043
YML077W,159,60.27,72.43,0.832113765014497
YML078W,182,530.46,325.04,1.63198375584543
YML079W,201,150.21,141.03,1.06509253350351
YML080W,423,36.21,36.53,0.991240076649329
YML081CA,59,428.61,220.22,1.94628099173554
YML081W,1251,11.47,59.48,0.192837928715535
YML082W,649,21.17,39.66,0.533787191124559
YML085C,447,353.28,388.88,0.908455050401152
YML086C,526,149.07,119.48,1.24765651155005
YML088W,668,19.49,41.7,0.467386091127098
YML091C,1202,11.02,25.43,0.433346441211168
YML092C,250,310.66,221.07,1.40525625367531
YML093W,899,82.7,82.77,0.999154282952761
YML094W,163,174.18,107.49,1.62042980742395
YML095C,210,15.27,11.95,1.27782426778243
YML096W,525,16.64,35.06,0.474614945807188
YML097C,451,30.47,36.56,0.833424507658643
YML098W,167,48.38,36.54,1.3240284619595
YML099C,880,7.55,26.29,0.287181437809053
YML100W,1098,86.59,126.58,0.68407331331964
YML101C,117,75.48,79.5,0.949433962264151
YML102W,468,29.24,30.81,0.949042518662772
YML103C,1655,43.5,95.87,0.453739438823407
YML104C,1127,5.16,36.99,0.139497161394972
YML105C,273,148.5,104.38,1.422686338379
YML106W,226,488.11,567.28,0.860439289239882
YML107C,334,15.01,19.16,0.783402922755741
YML108W,105,92.68,82.96,1.11716489874638
YML109W,942,14.89,23.82,0.625104953820319
YML110C,307,149.59,200.87,0.744710509284612
YML111W,920,21.97,48.04,0.457327227310575
YML112W,296,27.58,24.28,1.13591433278418
YML113W,248,43.89,41.67,1.05327573794096
YML114C,510,16.83,35.9,0.468802228412256
YML115C,535,95.68,98.8,0.968421052631579
YML116W,542,9.77,21.79,0.44837081229922
YML117W,1134,30.72,61.84,0.496765847347995
YML119W,357,21.96,25.64,0.856474258970359
YML120C,513,41.29,41.35,0.998548972188634
YML121W,310,38.67,54.93,0.70398689240852
YML123C,587,1301.73,1312.63,0.991696060580666
YML124C,445,167.22,220.31,0.759021378966002
YML125C,312,199.13,254.44,0.782620657129382
YML126C,491,603.65,491.35,1.22855398392185
YML127W,581,50.16,67.6,0.742011834319527
YML128C,513,15.57,24.94,0.6242983159583
YML129C,70,280.45,124.44,2.25369656059145
YML130C,563,92.64,100.27,0.923905455270769
YML131W,365,41.18,34.92,1.17926689576174
YMR001C,705,39.28,65.97,0.595422161588601
YMR002W,156,748.04,388.99,1.92303144039693
YMR003W,198,22.25,27.09,0.821336286452566
YMR004W,511,40.98,50.95,0.804317958783121
YMR005W,388,48.19,52.89,0.911136320665532
YMR006C,706,82.47,96.34,0.856030724517334
YMR008C,664,53.77,48.25,1.11440414507772
YMR009W,179,69.89,58.56,1.19347677595628
YMR010W,405,37.82,78.99,0.478794784149892
YMR011W,541,252.36,222.42,1.13461019692474
YMR012W,1277,259.05,426.44,0.607471156551918
YMR013C,519,11.2,28.07,0.399002493765586
YMR014W,519,51.05,45.04,1.13343694493783
YMR015C,538,181.99,164.11,1.10895131314362
YMR016C,785,24.14,37.43,0.644937216136789
YMR019W,949,7.46,27.49,0.271371407784649
YMR020W,508,10.2,26.16,0.389908256880734
YMR021C,417,17.91,34.46,0.519733023795705
YMR022W,165,128.21,99.92,1.28312650120096
YMR023C,526,3.74,12.72,0.294025157232704
YMR024W,390,42.7,55.78,0.765507350304769
YMR025W,295,7.99,14.35,0.556794425087108
YMR026C,399,13.4,34.41,0.38942167974426
YMR027W,470,155.3,137.28,1.13126456876457
YMR028W,366,25.81,24.47,1.05476093175317
YMR029C,523,26.5,49.5,0.535353535353535
YMR030W,376,7.34,8.9,0.824719101123595
YMR031C,843,79.11,70.06,1.12917499286326
YMR032W,669,18.6,33.33,0.558055805580558
YMR033W,467,58.92,67.97,0.866853023392673
YMR034C,434,3.19,12.81,0.249024199843872
YMR035W,177,22.29,41.43,0.538015930485156
YMR036C,554,9.6,18.3,0.524590163934426
YMR037C,704,31.25,41.94,0.745112064854554
YMR038C,249,302.12,209.12,1.4447207345065
YMR039C,292,99.38,59.16,1.67985125084517
YMR041C,335,13.79,20.27,0.680315737543167
YMR042W,177,14.53,25.02,0.580735411670663
YMR043W,286,96.69,80.88,1.19547477744807
YMR044W,475,50.39,40.72,1.23747544204322
YMR047C,1113,54.59,81.63,0.668749234350116
YMR048W,317,27.18,24.22,1.12221304706854
YMR049C,807,133.96,124.17,1.0788435209793
YMR052W,204,17.09,13.99,1.22158684774839
YMR053C,850,1.43,6.72,0.212797619047619
YMR054W,890,40.34,78.63,0.513035736996058
YMR055C,306,10.35,16.08,0.64365671641791
YMR058W,636,529.69,687.39,0.770581474854159
YMR059W,128,22.12,24.22,0.913294797687861
YMR060C,327,32.83,38.98,0.842226782965623
YMR061W,677,32.81,60.19,0.545107160657917
YMR062C,441,51.64,69.3,0.745165945165945
YMR063W,239,7.59,17.5,0.433714285714286
YMR064W,518,8.93,38.38,0.232673267326733
YMR066W,898,6.62,17.65,0.375070821529745
YMR067C,416,39.61,39.75,0.996477987421384
YMR068W,426,4.17,9.7,0.429896907216495
YMR069W,285,3.46,8.63,0.400926998841251
YMR070W,490,27.94,35.86,0.779141104294479
YMR071C,167,169.23,109.63,1.54364681200401
YMR072W,183,579.22,312.5,1.853504
YMR073C,201,30.91,45.3,0.68233995584989
YMR074C,145,283.25,276.62,1.0239678981997
YMR075W,684,15.82,26.41,0.599015524422567
YMR076C,1277,27.3,43.82,0.623003194888179
YMR077C,221,25.07,25.61,0.9789144865287
YMR078C,741,13.8,37.53,0.367705835331735
YMR079W,304,423.7,338.35,1.25225358356731
YMR080C,971,53.63,112.06,0.478582902016777
YMR083W,375,639.54,581.4,1.1
YMR086W,960,34.66,48.45,0.715376676986584
YMR087W,284,16.15,20.97,0.770147830233667
YMR088C,562,29.03,55.43,0.523723615370738
YMR089C,825,44.17,107.38,0.411342894393742
YMR090W,227,18.32,24.5,0.747755102040816
YMR091C,435,101.28,90.74,1.11615605025347
YMR092C,615,173.14,169.89,1.0191300253105
YMR093W,513,67.61,84.14,0.803541716187307
YMR094W,478,4.96,15.34,0.323337679269883
YMR097C,367,17.14,31.92,0.536967418546366
YMR098C,612,13.12,30.8,0.425974025974026
YMR099C,297,337.3,281.04,1.20018502704241
YMR100W,620,14.16,40.96,0.345703125
YMR102C,834,18.27,39.07,0.467622216534425
YMR104C,677,8.41,16.21,0.518815545959284
YMR105C,569,70.38,64.7,1.08778979907264
YMR106C,629,9.91,16.35,0.60611620795107
YMR108W,687,447.12,424.1,1.0542796510257
YMR109W,1219,53.85,116.15,0.463624623331898
YMR110C,532,44,46.99,0.936369440306448
YMR111C,462,9.96,17.68,0.563348416289593
YMR112C,131,60.78,43.2,1.40694444444444
YMR113W,427,24.16,32.85,0.735464231354642
YMR114C,368,6.94,12.3,0.564227642276423
YMR115W,501,29.21,42.83,0.681998599112771
YMR116C,319,5036.18,4615.89,1.09105286304483
YMR117C,213,24.91,26.11,0.954040597472233
YMR119W,624,15.74,49.14,0.32030932030932
