Gene,Length,RPF,mRNA,TE,FEcap,uATG,utr,gc
YLR094C,502,37.62,50.69,0.742158216610771,NA,FALSE,NA,NA
YLR095C,812,24.53,38.31,0.640302793004437,NA,FALSE,NA,NA
YLR096W,1147,22.04,48.23,0.456976985278872,NA,FALSE,NA,NA
YLR097C,344,15.27,38.2,0.399738219895288,-4.8,TRUE,82,0.365853658536585
YLR098C,648,6.08,21.42,0.283846872082166,-6.4,TRUE,13,0.384615384615385
YLR099C,394,28.55,58.21,0.490465555746435,NA,FALSE,NA,NA
YLR099WA,87,114.69,129.54,0.8853635942566,-9.3,TRUE,35,0.4
YLR100W,347,223.48,229.91,0.97203253447001,-5.1,TRUE,25,0.36
YLR102C,265,27.16,19.5,1.39282051282051,-9.2,TRUE,14,0.357142857142857
YLR103C,650,12.73,22.71,0.560546014971378,-4.4,TRUE,79,0.367088607594937
YLR104W,131,77.5,70.63,1.09726745009203,-13.5,TRUE,41,0.390243902439024
YLR105C,377,11.39,25.98,0.438414164742109,-6.8,TRUE,26,0.384615384615385
YLR106C,4910,40.54,138.56,0.292580831408776,NA,FALSE,NA,NA
YLR107W,404,18.56,33.38,0.556021569802277,-15.6,TRUE,4,0.75
YLR108C,485,24.09,54.39,0.442912300055157,-12.5,TRUE,51,0.411764705882353
YLR109W,176,10071,5109.71,1.97095334177478,-1,TRUE,38,0.394736842105263
YLR110C,133,15388.41,8564.56,1.79675429911169,-0.5,TRUE,44,0.363636363636364
YLR113W,435,110.08,171.29,0.642652811022243,-15.7,TRUE,348,0.408045977011494
YLR114C,764,30.47,67.06,0.454369221592604,-8.5,TRUE,76,0.381578947368421
YLR115W,859,16.5,37.36,0.441648822269807,-8.2,TRUE,25,0.36
YLR116W,476,23.3,35.05,0.664764621968616,NA,FALSE,NA,NA
YLR117C,687,17.77,28.8,0.617013888888889,-17.3,TRUE,1,1
YLR118C,227,112.46,100.16,1.122803514377,-10.1,TRUE,5,0.6
YLR119W,213,22.24,22.18,1.00270513976555,NA,FALSE,NA,NA
YLR120C,569,61.6,68.24,0.902696365767878,-7.5,TRUE,114,0.350877192982456
YLR121C,508,10.27,13.27,0.773926149208741,NA,FALSE,NA,NA
YLR126C,251,52.76,62.94,0.838258659040356,NA,FALSE,NA,NA
YLR127C,853,5.7,18.29,0.311645708037179,NA,FALSE,NA,NA
YLR128W,269,15.92,17.56,0.906605922551253,-12.3,TRUE,26,0.384615384615385
YLR129W,943,63.67,94.72,0.672191722972973,-9.5,TRUE,41,0.390243902439024
YLR130C,422,20.77,64.96,0.319735221674877,-8.9,TRUE,135,0.355555555555556
YLR131C,770,18.07,29.59,0.610679283541737,NA,FALSE,NA,NA
YLR132C,290,10.34,16.8,0.61547619047619,-15.6,TRUE,28,0.392857142857143
YLR133W,582,43.75,38.64,1.13224637681159,NA,FALSE,NA,NA
YLR135W,748,6.02,14.15,0.425441696113074,NA,FALSE,NA,NA
YLR136C,285,78.64,67.69,1.16176687841631,NA,FALSE,NA,NA
YLR137W,367,14.07,24,0.58625,NA,FALSE,NA,NA
YLR138W,985,24.48,77.15,0.317303953337654,NA,FALSE,NA,NA
YLR139C,643,9.89,12.71,0.778127458693942,-9.8,TRUE,39,0.41025641025641
YLR141W,363,7.66,18.71,0.409406734366649,NA,FALSE,NA,NA
YLR142W,476,3.61,5.07,0.712031558185404,NA,FALSE,NA,NA
YLR143W,685,24.89,33.62,0.740333135038667,-6.2,TRUE,43,0.372093023255814
YLR144C,779,22.43,33.61,0.66736090449271,NA,FALSE,NA,NA
YLR145W,201,18.31,23.51,0.778817524457677,-7.6,TRUE,10,0.5
YLR146C,300,38.59,51.02,0.756370050960408,NA,FALSE,NA,NA
YLR146WA,62,70.43,61.92,1.1374354005168,NA,FALSE,NA,NA
YLR147C,101,119.32,55.06,2.16709044678532,NA,FALSE,NA,NA
YLR148W,918,22.07,32.06,0.688396756082346,NA,FALSE,NA,NA
YLR149C,730,3.67,5.93,0.618887015177066,NA,FALSE,NA,NA
YLR150W,273,4489.61,2735.86,1.64102329797577,-2.9,TRUE,49,0.408163265306122
YLR151C,340,11.47,12.74,0.900313971742543,NA,FALSE,NA,NA
YLR152C,576,3.28,15.04,0.218085106382979,-5.5,TRUE,4,0.75
YLR153C,683,468.54,371.17,1.26233262386508,NA,FALSE,NA,NA
YLR154C,110,95.3,100.67,0.946657395450482,-9.8,TRUE,2,1
YLR163C,462,64.69,76.59,0.844627235931584,-11.2,TRUE,26,0.384615384615385
YLR165C,254,5.03,10.46,0.480879541108987,NA,FALSE,NA,NA
YLR166C,871,26.43,52.32,0.505160550458716,NA,FALSE,NA,NA
YLR168C,230,21.3,46.65,0.456591639871383,-2.7,TRUE,61,0.409836065573771
YLR170C,156,120.86,67.2,1.7985119047619,NA,FALSE,NA,NA
YLR172C,300,262.19,255.76,1.02514075695965,-9.3,TRUE,8,0.625
YLR173W,608,10.21,20.72,0.492760617760618,-10,TRUE,25,0.36
YLR175W,483,507.49,503.67,1.00758433101038,-5.4,TRUE,30,0.4
YLR176C,811,7.99,14.26,0.560308555399719,NA,FALSE,NA,NA
YLR177W,628,7.88,28.45,0.276977152899824,-4.4,TRUE,43,0.372093023255814
YLR178C,219,66.36,61.35,1.08166259168704,-4.8,TRUE,26,0.384615384615385
YLR179C,201,657.48,458.61,1.4336364231046,-7.8,TRUE,78,0.371794871794872
YLR180W,382,950.56,689.14,1.37934236874946,NA,FALSE,NA,NA
YLR181C,330,49.18,49.81,0.987351937361975,NA,FALSE,NA,NA
YLR182W,803,27.89,41.43,0.673183683321265,-6.5,TRUE,34,0.382352941176471
YLR183C,489,39.34,48.91,0.804334491923942,-3.87,TRUE,48,0.395833333333333
YLR185W,88,6261.2,3524.48,1.7764890139822,-4.7,TRUE,22,0.363636363636364
YLR186W,252,183.06,151.94,1.20481769119389,-4.8,TRUE,58,0.396551724137931
YLR187W,1026,23.84,31.71,0.751813308104699,-9.4,TRUE,198,0.383838383838384
YLR188W,695,23.18,71.52,0.32410514541387,-3.7,TRUE,74,0.378378378378378
YLR189C,1198,11.08,38.29,0.289370592844085,-7.4,TRUE,76,0.381578947368421
YLR190W,491,44.17,88.71,0.497914553037989,-10.4,TRUE,321,0.398753894080997
YLR191W,386,24.39,32.39,0.753010188329731,-7.3,TRUE,32,0.40625
YLR192C,265,554.97,322.41,1.72131757699823,-2.31,TRUE,50,0.42
YLR193C,175,62.5,52.31,1.19480022940164,-11.3,TRUE,68,0.382352941176471
YLR194C,254,83.97,58.32,1.43981481481481,-2.5,TRUE,15,0.333333333333333
YLR195C,455,108.25,100.16,1.08077076677316,-3.4,TRUE,32,0.40625
YLR196W,576,146.08,125.86,1.16065469569363,NA,FALSE,NA,NA
YLR197W,504,622.11,660.6,0.941734786557675,-13.8,TRUE,25,0.36
YLR199C,276,56.2,53.32,1.05401350337584,-3.3,TRUE,70,0.385714285714286
YLR200W,114,244.33,129.51,1.88657246544668,NA,FALSE,NA,NA
YLR201C,260,39.87,45.05,0.885016648168701,-9.1,TRUE,1,1
YLR203C,436,66.9,100.01,0.668933106689331,-9.7,TRUE,65,0.4
YLR204W,111,89.6,71.38,1.25525357242925,NA,FALSE,NA,NA
YLR205C,317,16.41,15.53,1.05666452028332,NA,FALSE,NA,NA
YLR206W,613,73.4,98.51,0.745102020099482,NA,FALSE,NA,NA
YLR207W,833,25.72,44.13,0.58282347609336,-1.8,TRUE,65,0.4
YLR208W,297,367.56,233.81,1.57204567811471,-3.77,TRUE,74,0.378378378378378
YLR209C,311,59.37,56.81,1.04506248899842,-4.2,TRUE,35,0.4
YLR210W,460,19.25,27.39,0.70281124497992,-12,TRUE,79,0.367088607594937
YLR211C,226,12.67,24.17,0.524203558129913,NA,FALSE,NA,NA
YLR212C,473,28.49,50.78,0.5610476565577,NA,FALSE,NA,NA
YLR213C,422,4.59,11.31,0.405835543766578,-12.7,TRUE,26,0.384615384615385
YLR214W,686,191.37,281.23,0.680475056003983,NA,FALSE,NA,NA
YLR215C,360,20.91,28.98,0.721532091097309,NA,FALSE,NA,NA
YLR216C,371,567.08,439.75,1.28955088118249,-3.8,TRUE,32,0.40625
YLR218C,150,35.85,25.92,1.38310185185185,NA,FALSE,NA,NA
YLR219W,728,26.65,41.91,0.635886423287998,NA,FALSE,NA,NA
YLR220W,322,72.07,66.94,1.07663579324768,NA,FALSE,NA,NA
YLR221C,220,126.9,107.6,1.17936802973978,-5.8,TRUE,46,0.391304347826087
YLR222C,817,73.46,99.45,0.738662644544997,-4.9,TRUE,20,0.3
YLR223C,1085,22.14,40.28,0.549652432969216,-7,TRUE,305,0.390163934426229
YLR224W,369,13.73,59.49,0.230795091612036,NA,FALSE,NA,NA
YLR225C,407,51.53,47.89,1.07600751722698,-8.5,TRUE,17,0.294117647058824
YLR226W,395,20.75,27.91,0.743461125044787,NA,FALSE,NA,NA
YLR228C,814,11.69,31.68,0.369002525252525,NA,FALSE,NA,NA
YLR229C,191,292.51,227.27,1.28705944471334,NA,FALSE,NA,NA
YLR231C,453,92.07,89.41,1.02975058718264,-8.1,TRUE,28,0.392857142857143
YLR233C,699,1.56,12.53,0.124501197126895,NA,FALSE,NA,NA
YLR234W,656,5.92,14.78,0.400541271989175,NA,FALSE,NA,NA
YLR237W,598,13.54,33.91,0.399292244175759,-10.5,TRUE,68,0.382352941176471
YLR238W,478,11.64,19.67,0.591764107778343,-11.5,TRUE,79,0.367088607594937
YLR239C,328,19.65,26.71,0.735679520778734,NA,FALSE,NA,NA
YLR240W,875,12.11,30.65,0.39510603588907,NA,FALSE,NA,NA
YLR241W,782,30.56,57.96,0.527260179434092,-12,TRUE,42,0.380952380952381
YLR242C,321,8.8,20.7,0.42512077294686,-8.8,TRUE,47,0.382978723404255
YLR243W,272,50,43.79,1.14181319936058,NA,FALSE,NA,NA
YLR244C,387,377.49,277.23,1.36164917216751,-5.9,TRUE,19,0.263157894736842
YLR245C,142,41.25,45.06,0.915446071904128,NA,FALSE,NA,NA
YLR246W,359,3.88,15.63,0.248240563019834,-8,TRUE,2,1
YLR247C,1556,13.23,51.14,0.258701603441533,NA,FALSE,NA,NA
YLR248W,610,78.9,104.24,0.756907137375288,-5.8,TRUE,72,0.388888888888889
YLR249W,1044,4358.8,5360.36,0.813154340380124,NA,FALSE,NA,NA
YLR250W,234,178.45,130.61,1.36628129545977,-12.2,TRUE,45,0.377777777777778
YLR251W,197,8.91,22.48,0.39635231316726,-14.6,TRUE,127,0.354330708661417
YLR253W,569,15.17,36.59,0.414594151407488,NA,FALSE,NA,NA
YLR254C,189,22.28,27.08,0.82274741506647,NA,FALSE,NA,NA
YLR257W,321,220.59,193.79,1.13829402961969,-6,TRUE,220,0.377272727272727
YLR258W,705,58.59,85.93,0.681834050971721,NA,FALSE,NA,NA
YLR259C,572,1285.95,1043.67,1.23214234384432,-6.2,TRUE,35,0.4
YLR260W,687,17.48,35.25,0.495886524822695,-7.4,TRUE,98,0.357142857142857
YLR262C,215,147.45,92.48,1.59439878892734,-5.7,TRUE,50,0.42
YLR262CA,64,1643.76,598.27,2.74752202182961,-6.4,TRUE,23,0.347826086956522
YLR264W,67,3650.23,1801.13,2.02663328021853,-4.8,TRUE,24,0.333333333333333
YLR265C,342,11.46,26.77,0.428091146806126,NA,FALSE,NA,NA
YLR266C,701,4.34,27.1,0.160147601476015,NA,FALSE,NA,NA
YLR267W,570,1.98,3.28,0.603658536585366,-12,TRUE,25,0.36
YLR268W,214,141.33,121.66,1.16168009205984,-8.2,TRUE,50,0.42
YLR270W,350,107.57,76.21,1.4114945545204,-8,TRUE,107,0.327102803738318
YLR271W,274,8.68,14.37,0.604036186499652,NA,FALSE,NA,NA
YLR272C,1176,13.02,38.67,0.336695112490303,NA,FALSE,NA,NA
YLR273C,648,2.52,9.49,0.265542676501581,NA,FALSE,NA,NA
YLR274W,775,36.7,47.63,0.770522779760655,-9.8,TRUE,21,0.333333333333333
YLR275W,110,67.79,33.56,2.0199642431466,-7.1,TRUE,9,0.555555555555556
YLR276C,594,93.03,121.8,0.763793103448276,-7.1,TRUE,36,0.416666666666667
YLR277C,779,20.09,39.61,0.507195152739207,NA,FALSE,NA,NA
YLR278C,1341,9.71,31.49,0.308351857732614,-5.8,TRUE,61,0.409836065573771
YLR281C,155,6.77,7.62,0.888451443569554,NA,FALSE,NA,NA
YLR283W,314,9.24,21,0.44,NA,FALSE,NA,NA
YLR284C,280,10.64,10.72,0.992537313432836,NA,FALSE,NA,NA
YLR285W,261,118.14,109.56,1.07831325301205,-9.1,TRUE,11,0.454545454545455
YLR286C,562,1017.42,921.95,1.103552253376,NA,FALSE,NA,NA
YLR287C,355,60.17,73.2,0.821994535519126,-3.3,TRUE,68,0.382352941176471
YLR288C,474,6.67,19,0.351052631578947,NA,FALSE,NA,NA
YLR289W,645,5.96,15.26,0.390563564875491,NA,FALSE,NA,NA
YLR290C,277,27.06,36.42,0.742998352553542,NA,FALSE,NA,NA
YLR291C,381,96.28,141.32,0.681290687800736,-5.2,TRUE,33,0.393939393939394
YLR292C,193,155.87,114.5,1.36131004366812,NA,FALSE,NA,NA
YLR293C,219,2266.7,1476.68,1.5349974266598,-4.5,TRUE,24,0.333333333333333
YLR295C,124,238.78,141.3,1.6898796886058,-2.4,TRUE,40,0.4
YLR297W,129,13.76,37.77,0.364310299179243,-0.8,TRUE,110,0.327272727272727
YLR298C,231,33.52,33.88,0.989374262101535,-13.2,TRUE,2,1
YLR299W,660,22.4,26.1,0.85823754789272,NA,FALSE,NA,NA
YLR300W,448,451.42,489.19,0.922790735705963,-7.9,TRUE,99,0.353535353535354
YLR301W,244,596.23,389.89,1.52922619200287,-3.5,TRUE,51,0.411764705882353
YLR304C,778,422.85,510.88,0.827689476980896,-6.9,TRUE,40,0.4
YLR305C,1900,25.75,89.18,0.288741870374523,-10.6,TRUE,38,0.394736842105263
YLR306W,188,22.33,27.75,0.804684684684685,-4,TRUE,83,0.36144578313253
YLR309C,911,29.23,53.05,0.550989632422243,NA,FALSE,NA,NA
YLR310C,1589,15.9,62.22,0.255544840887175,NA,FALSE,NA,NA
YLR312WA,253,59.77,60.69,0.984840995221618,-10.4,TRUE,13,0.384615384615385
YLR313C,530,3.56,13.56,0.262536873156342,NA,FALSE,NA,NA
YLR314C,520,218.68,178.5,1.22509803921569,-3.8,TRUE,66,0.393939393939394
YLR315W,153,26.09,15.76,1.65545685279188,-6.8,TRUE,8,0.625
YLR316C,322,20.2,20.33,0.993605509099852,NA,FALSE,NA,NA
YLR318W,884,1.12,8.52,0.131455399061033,NA,FALSE,NA,NA
YLR319C,788,22.31,34.91,0.639071899169293,-9.9,TRUE,53,0.415094339622642
YLR320W,1454,1.48,15.37,0.0962914769030579,NA,FALSE,NA,NA
YLR321C,426,77.31,52.57,1.47061061441887,-5.2,TRUE,12,0.416666666666667
YLR323C,259,23.26,24.32,0.956414473684211,NA,FALSE,NA,NA
YLR324W,523,35.86,49.03,0.731388945543545,-10.3,TRUE,68,0.382352941176471
YLR325C,78,7408.64,4071.61,1.81958488165615,-2.8,TRUE,22,0.363636363636364
YLR326W,240,30.37,27.89,1.08892076012908,NA,FALSE,NA,NA
YLR327C,86,136.36,43.49,3.1354334329731,NA,FALSE,NA,NA
YLR328W,401,70.54,84.32,0.83657495256167,-10.3,TRUE,1,1
YLR330W,671,87.48,127.84,0.684292866082603,NA,FALSE,NA,NA
YLR332W,376,53.07,57.85,0.917372515125324,-4,TRUE,372,0.403225806451613
YLR333C,108,3584.3,2232.91,1.6052147198051,-6.5,TRUE,469,0.415778251599147
YLR335W,720,130.95,132.74,0.986514991713123,-9.3,TRUE,31,0.419354838709677
YLR336C,899,36.21,44.45,0.814623172103487,NA,FALSE,NA,NA
YLR337C,817,40.75,40.42,1.00816427511133,-7.7,TRUE,66,0.393939393939394
YLR340W,312,5801.19,5352.63,1.0838017946318,-5,TRUE,61,0.409836065573771
YLR342W,1876,277.6,591.87,0.469021913595891,-3.1,TRUE,258,0.372093023255814
YLR345W,509,20.42,30.46,0.670387393302692,NA,FALSE,NA,NA
YLR346C,101,36.89,41.91,0.880219518014794,-10,TRUE,165,0.381818181818182
YLR347C,861,133.71,163.31,0.818749617292266,NA,FALSE,NA,NA
YLR348C,298,106.23,169.78,0.625692072093297,-9.4,TRUE,20,0.3
YLR350W,216,103.9,58.56,1.77424863387978,-2.5,TRUE,68,0.382352941176471
YLR351C,291,141.05,166.42,0.847554380483115,-8.5,TRUE,16,0.3125
YLR352W,807,8.56,19.21,0.445601249349297,NA,FALSE,NA,NA
YLR353W,603,7.28,25.95,0.280539499036609,NA,FALSE,NA,NA
YLR354C,335,1317.32,987.24,1.33434625825534,-5.8,TRUE,18,0.277777777777778
YLR355C,395,3474.16,2154.51,1.61250585980107,NA,FALSE,NA,NA
YLR356W,197,36.47,32.98,1.10582171012735,NA,FALSE,NA,NA
YLR357W,889,33.9,47.72,0.710393964794635,-10.1,TRUE,53,0.415094339622642
YLR359W,482,379.76,365.64,1.03861721912263,-5.6,TRUE,69,0.376811594202899
YLR360W,439,11.08,31.28,0.354219948849105,-9.6,TRUE,78,0.371794871794872
YLR361C,578,19.34,41.38,0.467375543740938,-11.1,TRUE,22,0.363636363636364
YLR362W,717,17.11,22.31,0.76692066337965,-4.6,TRUE,31,0.419354838709677
YLR363C,218,55.82,54.86,1.01749908858914,-6.9,TRUE,80,0.375
YLR363WA,85,102.29,63.69,1.60606060606061,NA,FALSE,NA,NA
YLR364W,109,49.1,35.67,1.37650686851696,NA,FALSE,NA,NA
YLR367W,130,1334.59,828.71,1.610442736301,-11.3,TRUE,601,0.417637271214642
YLR368W,598,6.93,27.73,0.249909844933285,NA,FALSE,NA,NA
YLR369W,657,29.09,30.56,0.951897905759162,-9,TRUE,24,0.333333333333333
YLR370C,178,184.47,119.72,1.54084530571333,-5.2,TRUE,41,0.390243902439024
YLR371W,1356,13.44,46.02,0.292046936114733,NA,FALSE,NA,NA
YLR372W,345,325.51,352.92,0.922333673353735,-10.5,TRUE,150,0.353333333333333
YLR373C,901,15.66,31.14,0.502890173410405,-11.3,TRUE,17,0.294117647058824
YLR375W,343,23.82,56.82,0.41921858500528,NA,FALSE,NA,NA
YLR376C,242,4.52,10.17,0.444444444444444,NA,FALSE,NA,NA
YLR378C,480,260.19,357.22,0.728374671071049,-7.9,TRUE,206,0.378640776699029
YLR380W,408,94.06,96.98,0.969890699113219,-4.2,TRUE,80,0.375
YLR381W,733,4.25,13.9,0.305755395683453,NA,FALSE,NA,NA
YLR382C,894,10.76,26.97,0.398961809417872,NA,FALSE,NA,NA
YLR383W,1114,9.24,30.62,0.301763553233181,NA,FALSE,NA,NA
YLR384C,1349,98.04,178.36,0.549674814980937,NA,FALSE,NA,NA
YLR385C,132,22.33,27.59,0.809351214208046,-7.2,TRUE,39,0.41025641025641
YLR386W,880,27.67,45.47,0.608533098746426,-5,TRUE,23,0.347826086956522
YLR387C,432,90.39,82.48,1.09590203685742,-7.2,TRUE,98,0.357142857142857
YLR388W,56,7897.17,2747.26,2.87456229115555,NA,FALSE,NA,NA
YLR389C,1027,43.02,79.26,0.542770628311885,NA,FALSE,NA,NA
YLR390W,112,56.69,51.41,1.10270375413344,NA,FALSE,NA,NA
YLR390WA,238,837.21,317.21,2.63929258220107,-5.7,TRUE,55,0.4
YLR392C,518,9.24,20.14,0.458788480635551,-2.7,TRUE,180,0.388888888888889
YLR393W,279,22.83,26.81,0.851547929876912,NA,FALSE,NA,NA
YLR395C,78,363.08,167.84,2.16325071496663,NA,FALSE,NA,NA
YLR396C,691,16.49,34.61,0.476451892516614,-6.5,TRUE,56,0.392857142857143
YLR397C,780,40.66,51.05,0.796474045053869,NA,FALSE,NA,NA
YLR398C,1287,41.57,64.36,0.645898073337477,NA,FALSE,NA,NA
YLR399C,686,104.88,167.52,0.626074498567335,-8.9,TRUE,47,0.382978723404255
YLR401C,668,52.35,66.46,0.787691844718628,-7,TRUE,49,0.408163265306122
YLR403W,683,32.21,58.8,0.547789115646259,NA,FALSE,NA,NA
YLR404W,285,14.3,23.66,0.604395604395604,NA,FALSE,NA,NA
YLR405W,367,23.34,32.85,0.710502283105023,-11.7,TRUE,8,0.625
YLR406C,113,1987.47,1236.04,1.60793340021359,-13.9,TRUE,27,0.37037037037037
YLR407W,228,41.57,37.56,1.10676251331203,-13.2,TRUE,245,0.371428571428571
YLR408C,122,22.41,18.96,1.18196202531646,NA,FALSE,NA,NA
YLR409C,939,65.33,91.67,0.712664994000218,-12.8,TRUE,49,0.408163265306122
YLR410W,1146,102.52,155.59,0.658911241082332,NA,FALSE,NA,NA
YLR411W,241,3.93,8.37,0.469534050179212,NA,FALSE,NA,NA
YLR412W,274,19.72,53.35,0.369634489222118,-14.1,TRUE,18,0.277777777777778
YLR413W,675,257.01,302.73,0.848974333564562,NA,FALSE,NA,NA
YLR417W,566,12.94,24.87,0.520305589063128,NA,FALSE,NA,NA
YLR418C,393,76.89,52.35,1.46876790830946,-9.8,TRUE,61,0.409836065573771
YLR419W,1435,24.5,43.04,0.569237918215613,-2.6,TRUE,62,0.403225806451613
YLR420W,364,210.53,194.43,1.0828061513141,NA,FALSE,NA,NA
YLR421C,156,283,189.29,1.49506048919647,NA,FALSE,NA,NA
YLR422W,1932,8.44,38.36,0.220020855057351,NA,FALSE,NA,NA
YLR423C,417,9.76,12.63,0.772763262074426,NA,FALSE,NA,NA
YLR424W,708,8.94,15.92,0.561557788944724,-11.1,TRUE,31,0.419354838709677
YLR425W,1307,5.54,20.97,0.264186933714831,NA,FALSE,NA,NA
YLR426W,326,15.66,36.68,0.426935659760087,NA,FALSE,NA,NA
YLR427W,670,19.97,40.91,0.48814470789538,NA,FALSE,NA,NA
YLR429W,651,156.51,150.37,1.04083261288821,-11.7,TRUE,43,0.372093023255814
YLR430W,2231,18.36,64.92,0.282809611829945,NA,FALSE,NA,NA
YLR431C,453,5.02,11.84,0.423986486486486,NA,FALSE,NA,NA
YLR433C,553,41.99,50.19,0.836620840804941,NA,FALSE,NA,NA
YLR435W,205,187.01,85.23,2.19418045289217,NA,FALSE,NA,NA
YLR436C,1274,11.43,44.23,0.25842188559801,-0.2,TRUE,85,0.376470588235294
YLR437C,133,102.84,68.09,1.51035394331032,-10.8,TRUE,19,0.263157894736842
YLR438CA,89,340.19,84.61,4.02068313438128,-1.3,TRUE,60,0.4
YLR438W,424,364.98,259.31,1.40750453125603,-1,TRUE,36,0.416666666666667
YLR439W,319,37.92,32.24,1.17617866004963,NA,FALSE,NA,NA
YLR440C,709,31.97,42.27,0.756328365270878,-7.4,TRUE,33,0.393939393939394
YLR441C,255,3068.18,2984.37,1.02808297898719,-6.8,TRUE,29,0.379310344827586
YLR442C,978,13.82,25.56,0.540688575899844,NA,FALSE,NA,NA
YLR443W,448,9.86,33.18,0.297166968053044,NA,FALSE,NA,NA
YLR446W,433,6.36,8.87,0.717023675310034,NA,FALSE,NA,NA
YLR447C,345,442.55,510.13,0.867523964479643,-10,TRUE,37,0.405405405405405
YLR449W,392,319.8,222.47,1.43749719063244,-9.9,TRUE,22,0.363636363636364
YLR450W,1045,31.04,66.41,0.467399488028911,-12.3,TRUE,185,0.389189189189189
YLR451W,886,10.91,24.61,0.443315725314913,NA,FALSE,NA,NA
YLR452C,698,55.78,110.77,0.503565947458698,NA,FALSE,NA,NA
YLR453C,395,4.59,8.85,0.51864406779661,NA,FALSE,NA,NA
YLR454W,2628,10.12,63.49,0.159395180343361,NA,FALSE,NA,NA
YLR455W,304,33.95,62.49,0.543286925908145,-16.5,TRUE,237,0.375527426160338
YLR456W,204,10.26,16.89,0.607460035523979,-1.4,TRUE,13,0.384615384615385
YLR457C,319,7.86,12.03,0.653366583541147,NA,FALSE,NA,NA
YLR459W,394,39.75,54.71,0.726558216048254,NA,FALSE,NA,NA
YML001W,208,299.1,192.37,1.55481623953839,-9.5,TRUE,94,0.361702127659574
YML003W,290,4.02,9.33,0.430868167202572,NA,FALSE,NA,NA
YML004C,326,241.45,210.45,1.14730339748159,NA,FALSE,NA,NA
YML005W,462,15.78,25.89,0.609501738122827,NA,FALSE,NA,NA
YML006C,774,10.52,25.24,0.416798732171157,-9.9,TRUE,188,0.393617021276596
YML007W,650,52.8,81.02,0.651690940508516,NA,FALSE,NA,NA
YML008C,383,647.97,513.87,1.26096094342927,-2.5,TRUE,35,0.4
YML009C,70,249.44,168.74,1.47825056299633,-8.1,TRUE,43,0.372093023255814
YML010W,1063,150.63,173.06,0.870391771639894,-11.4,TRUE,10,0.5
YML011C,177,23.28,29.47,0.789955887343061,NA,FALSE,NA,NA
YML012W,211,477.79,479.09,0.997286522365318,-7.9,TRUE,52,0.423076923076923
YML013W,584,35.76,43.91,0.814393076747893,NA,FALSE,NA,NA
YML014W,279,63.58,57.51,1.10554686141541,-6.4,TRUE,11,0.454545454545455
YML015C,346,24.01,29.44,0.815557065217391,NA,FALSE,NA,NA
YML016C,692,25.34,39.97,0.633975481611208,NA,FALSE,NA,NA
YML017W,593,116.82,102.75,1.13693430656934,NA,FALSE,NA,NA
YML018C,393,35.35,81.52,0.433635917566241,-12.6,TRUE,132,0.348484848484849
YML019W,332,55.77,81.68,0.682786483839373,-11,TRUE,33,0.393939393939394
YML020W,664,8.99,18.97,0.473906167633105,NA,FALSE,NA,NA
YML021C,359,42.95,52.23,0.822324334673559,NA,FALSE,NA,NA
YML022W,187,508.73,390.04,1.30430212285919,-9.2,TRUE,23,0.347826086956522
YML023C,556,5.26,24.78,0.21226795803067,NA,FALSE,NA,NA
YML025C,286,47.39,43.88,1.07999088422972,NA,FALSE,NA,NA
YML027W,385,35.42,32.6,1.08650306748466,-9.6,TRUE,79,0.367088607594937
YML028W,196,5491.3,3114.62,1.76307222068824,-4.4,TRUE,30,0.4
YML029W,838,23.96,41.99,0.570612050488212,NA,FALSE,NA,NA
YML030W,159,78.69,64.38,1.22227399813607,-7.5,TRUE,24,0.333333333333333
YML031W,655,43.93,78.67,0.558408542010932,-6.4,TRUE,43,0.372093023255814
YML032C,471,24.98,55.8,0.447670250896057,-13.9,TRUE,41,0.390243902439024
YML034W,834,35.25,56.77,0.620926545710763,NA,FALSE,NA,NA
YML035C,810,67.79,98.67,0.687037600081078,NA,FALSE,NA,NA
YML036W,181,46.39,44.32,1.04670577617329,NA,FALSE,NA,NA
YML037C,340,8.37,12.59,0.664813343923749,NA,FALSE,NA,NA
YML038C,442,23.53,60.91,0.386307667049746,NA,FALSE,NA,NA
YML041C,280,22.35,24.08,0.928156146179402,-10.9,TRUE,46,0.391304347826087
YML042W,670,1.25,4.85,0.257731958762887,NA,FALSE,NA,NA
YML043C,507,5.32,20,0.266,NA,FALSE,NA,NA
YML046W,629,18.6,45.69,0.407091267235719,NA,FALSE,NA,NA
YML048W,403,241.41,244.73,0.986434029338455,NA,FALSE,NA,NA
YML049C,1361,18.42,46.47,0.396384764364106,NA,FALSE,NA,NA
YML050W,311,8.44,9.65,0.874611398963731,NA,FALSE,NA,NA
YML051W,435,6.02,81.12,0.0742110453648915,NA,FALSE,NA,NA
YML052W,302,202.91,209.57,0.9682206422675,-10.2,TRUE,31,0.419354838709677
YML053C,212,48.62,35.05,1.38716119828816,-8.1,TRUE,69,0.376811594202899
YML055W,178,91.25,87.65,1.04107244723331,-9.1,TRUE,37,0.405405405405405
YML056C,524,277.89,442.37,0.62818455139363,-9.1,TRUE,55,0.4
YML057W,604,45.04,55.57,0.810509267590427,-10.4,TRUE,34,0.382352941176471
YML058W,104,1257.31,547.05,2.29834567224203,-1.4,TRUE,45,0.377777777777778
YML058WA,68,62.12,16.65,3.73093093093093,-1.4,TRUE,50,0.42
YML059C,1679,19.67,52.21,0.376747749473281,NA,FALSE,NA,NA
